"","artist","date","year","month","quarter","half","auction_house","ah_code","title","medium","med_group","med_code","signed","dum_signed","dum_dated","dum_titled","price","size_framed","area","price_area","er","pound_price","nr_works","hammer_price","timedummy","lnprice","lnarea","lnarea2","lnsculpt_area","counter","rank_all","rank_total","reputation","lnrep","id"
"3701","Bawden, Edward",2007-07-30,2007,7,3,2,"Stephan Welz & co","Stephan Welz","The Pagoda, Kew","Linocut printed in colours","Print/Woodcut","Print/Woodcut","Signed, numbered & titled","1","0","1",1800,"118.5cm x 69cm",8176.5,0.220143093,NA,NA,1,1800,"2007 Q3",7.49554194388426,9.00901946517244,81.162431723856,0,31,172,1346,0.287378586027604,-1.24695481741169,626
"3720","Beck, Sidney",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","The Ballerina","bronze","Sculpture","Sculpture","signed","1","0","0",20000,"28cm height: ",28,714.29,NA,NA,1,20000,"2011 Q3",9.90348755253613,3.3322045101752,11.103586897632,3.3322045101752,47,140,258,0.104018514879729,-2.26318636799611,43
"3724","Beck, Sidney",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","The Ballerina","bronze","Sculpture","Sculpture","signed","1","0","0",20000,"28cm height",28,714.29,NA,NA,1,20000,"2011 Q3",9.90348755253613,3.3322045101752,11.103586897632,3.3322045101752,47,140,258,0.104018514879729,-2.26318636799611,43
"3750","Becker, Carl",2013-10-26,2013,10,4,2,"Russell Kaplan","Russell Kaplan","Miners","mixed media on paper","Mixed media","Mixed Media","signed 2001 ","1","0","0",4500,"38,8cm x 48cm",1862.4,2.42,NA,NA,1,4500,"2013 Q4",8.41183267575841,7.52962125753712,56.6951962819549,0,56,164,531,0.192291945632579,-1.64874051165054,344
"3755","Becker, Carl",2013-10-26,2013,10,4,2,"Russell Kaplan","Russell Kaplan","Miners","mixed media on paper","Mixed media","Mixed Media","signed 2001 ","1","0","0",5000,"38,8cm x 48cm",1862.4,2.68,NA,NA,1,5000,"2013 Q4",8.51719319141624,7.52962125753712,56.6951962819549,0,56,164,531,0.192291945632579,-1.64874051165054,344
"3820","Bell, Deborah Margaret",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Flare","mixed media on paper","Mixed media","Mixed Media","signed and dated 08","1","1","0",180000,"70cm x 119cm",8330,21.61,NA,NA,1,180000,"2011 Q3",12.1007121298723,9.02761873516089,81.4979000274279,0,47,83,98,1.31462515907173,0.273551574859651,978
"3823","Bell, Deborah Margaret",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Flare","mixed media on paper","Mixed media","Mixed Media","signed and dated 08","1","1","0",180000,"70cm x 119cm",8330,21.61,NA,NA,1,180000,"2011 Q3",12.1007121298723,9.02761873516089,81.4979000274279,0,47,83,98,1.31462515907173,0.273551574859651,978
"3866","Bell, Deborah Margaret",2015-05-09,2015,5,2,1,"Russell Kaplan Auctioneers","Russell Kaplan","Ulysses Odyssey",NA,"Print/woodcut","Print/Woodcut","signed 99 numbered 4/20 ","1","1","0",15000,"55cm x 37cm",2035,7.37,NA,NA,1,15000,"2015 Q2",9.61580548008435,7.6182510978767,58.0377497902995,0,62,83,98,1.31462515907173,0.273551574859651,848
"3872","Bell, Deborah Margaret",2015-05-17,2015,5,2,1,"5th Ave Auctioneers","5th Avenue","Ulysses Odyssey","Lithograph","Print/woodcut","Print/Woodcut","Signed Dated '99 & Numbered 9/20 in Pencil","1","1","0",7200,"55cm x 37cm",2035,3.54,NA,NA,1,7200,"2015 Q2",8.88183630500415,7.6182510978767,58.0377497902995,0,62,83,98,1.31462515907173,0.273551574859651,848
"3965","Benzon, Anton Leonard",2005-06-10,2005,6,2,1,"Ashbeys","Ashbeys","Landscape at dusk","Oil on board","Oil","Oil",NA,"0","0","0",380,NA,NA,NA,NA,NA,1,380,"2005 Q2",5.94017125272043,NA,NA,0,22,110,151,0.125785381633064,-2.0731781447027,NA
"3978","Benzon, Anton Leonard",2005-06-10,2005,6,2,1,"Ashbeys","Ashbeys","Landscape at dusk","Oil on board","Oil","Oil",NA,"0","0","0",400,NA,NA,NA,NA,NA,1,400,"2005 Q2",5.99146454710798,NA,NA,0,22,110,151,0.125785381633064,-2.0731781447027,NA
"3985","Benzon, Anton Leonard",2013-11-03,2013,11,4,2,"5th Avenue","5th Avenue","Farm Buildings Amongst Trees","Oil","Oil","Oil","signed","1","0","0",6800,"44cm x 59cm",2596,2.62,NA,NA,1,6800,"2013 Q4",8.8246778911642,7.86172707782398,61.8067526461908,0,56,110,151,0.125785381633064,-2.0731781447027,411
"3992","Benzon, Anton Leonard",2013-11-03,2013,11,4,2,"5th Avenue","5th Avenue","Farm Buildings Amongst Trees","Oil","Oil","Oil","signed","1","0","0",6800,"44cm x 59cm",2596,2.62,NA,NA,1,6800,"2013 Q4",8.8246778911642,7.86172707782398,61.8067526461908,0,56,110,151,0.125785381633064,-2.0731781447027,411
"4013","Bernstein, Hilda",2010-12-11,2010,12,4,2,"5th avenue ","5th Avenue","Venice Fish Market","Coloured Etchings","Print/woodcut","Print/Woodcut","Signed & Numbered 25/90 & 20/90 & Inscribed in Pencil","1","0","0",400,"31cm x 24cm",744,0.54,NA,NA,2,800,"2010 Q4",5.99146454710798,6.61204103483309,43.7190866463167,0,44,172,1351,0.183786860204655,-1.69397856125341,176
"4014","Bernstein, Hilda",2010-12-10,2010,12,4,2,"5th avenue ","5th Avenue","Venice Fish Market","Coloured Etchings","Print/woodcut","Print/Woodcut","Signed & Numbered 25/90 & 20/90 & Inscribed in Pencil","1","0","0",400,"31cm x 24cm",744,0.54,NA,NA,2,800,"2010 Q4",5.99146454710798,6.61204103483309,43.7190866463167,0,44,172,1351,0.183786860204655,-1.69397856125341,176
"4131","Bhengu, Gerard",2011-04-20,2011,4,2,1,"Stephan Welz & Co","Stephan Welz","Young Girl","watercolour on paper","Watercolour","Watercolour","signed","1","0","0",24000,"36.5cm x 26.5cm",967,24.81,NA,NA,1,24000,"2011 Q2",10.0858091093301,6.87419849545329,47.2546049548923,0,46,59,67,0.732573441352215,-0.311191681885043,222
"4157","Bhengu, Gerard",2001-03-27,2001,3,1,1,"Stephan Welz & Co","Stephan Welz","Portrait Of A Man","watercolour","Watercolour","Watercolour","signed","1","0","0",3800,"36cm x 26.5cm",954,3.98,NA,NA,2,7000,"2001 Q1",8.24275634571448,6.86066367144829,47.0687060127303,0,5,59,67,0.732573441352215,-0.311191681885043,221
"4162","Bhengu, Gerard",2001-03-27,2001,3,1,1,"Stephan Welz & Co","Stephan Welz","Portrait Of A Man","watercolour","Watercolour","Watercolour","signed","1","0","0",4200,"36cm x 26.5cm",954,4.4,NA,NA,2,7000,"2001 Q1",8.34283980427146,6.86066367144829,47.0687060127303,0,5,59,67,0.732573441352215,-0.311191681885043,221
"4223","Bhengu, Gerard",2008-05-26,2008,5,2,1,"5th avenue ","5th Avenue","A Zuluman","Watercolour","Watercolour","Watercolour","Signed","1","0","0",16000,"30cm x 21cm",630,25.4,NA,NA,1,16000,"2008 Q2",9.68034400122192,6.44571981938558,41.5473039900201,0,34,59,67,0.732573441352215,-0.311191681885043,149
"4246","Bhengu, Gerard",2008-05-26,2008,5,2,1,"5th avenue ","5th Avenue","A Zuluman","Watercolour","Watercolour","Watercolour","Signed","1","0","0",12000,"30cm x 21cm",630,19.05,NA,NA,1,12000,"2008 Q2",9.39266192877014,6.44571981938558,41.5473039900201,0,34,59,67,0.732573441352215,-0.311191681885043,149
"4269","Bhengu, Gerard",2010-08-19,2010,8,3,2,"Stephan Welz & Co","Stephan Welz","Young Girl","watercolour on paper","Watercolour","Watercolour","signed","1","0","0",20000,"36.5cm x 26.5cm",967,20.68,NA,NA,1,20000,"2010 Q3",9.90348755253613,6.87419849545329,47.2546049548923,0,43,59,67,0.732573441352215,-0.311191681885043,222
"4314","Bilas, Peter Gerd",2001-10-16,2001,10,4,2,"Stephan Welz & Co","Stephan Welz","The Discovery Anchored In Antarctica","oil on canvas","Oil","Oil","signed","1","0","0",22000,"60cm x 91cm",5460,4.03,NA,NA,1,22000,"2001 Q4",9.99879773234045,8.60520406873895,74.0495370646414,0,8,162,472,0.0810076366913203,-2.51321184861403,589
"4317","Bilas, Peter Gerd",2007-04-17,2007,4,2,1,"Stephan Welz & Co","Stephan Welz","The Discovery Anchored In Antarctica","oil on canvas","Oil","Oil","signed","1","0","0",28000,"60cm x 91cm",5460,5.13,NA,NA,1,28000,"2007 Q2",10.2399597891573,8.60520406873895,74.0495370646414,0,30,162,472,0.0810076366913203,-2.51321184861403,589
"4360","Blatt, Arnfried",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Namib Scenes","Pastel on paper x 2","Drawing","Drawing","each signed with the artist's monogram & dated '73","1","1","0",850,"50.5cm x 35cm Largest",1768,0.48,NA,NA,2,1700,"2011 Q3",6.74523634948436,7.47760424319759,55.9145652178866,0,47,163,495,0.116880636976676,-2.14660206171988,822
"4363","Blatt, Arnfried",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","South West Landscape with trees & mountains","Watercolour on paper","Watercolour","Watercolour","signed & dated '58","1","1","0",1100,"20.5cm x 29.5cm",605,1.82,NA,NA,1,1100,"2011 Q3",7.00306545878646,6.40522845803084,41.0269515995682,0,47,163,495,0.116880636976676,-2.14660206171988,701
"4365","Blatt, Arnfried",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Namib Scenes","Pastel on paper x 2","Drawing","Drawing","each signed with the artist's monogram & dated '73","1","1","0",850,"50.5cm x 35cm Largest",1768,0.48,NA,NA,2,1700,"2011 Q3",6.74523634948436,7.47760424319759,55.9145652178866,0,47,163,495,0.116880636976676,-2.14660206171988,822
"4367","Blatt, Arnfried",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","South West Landscape with trees & mountains","Watercolour on paper","Watercolour","Watercolour","signed & dated '58","1","1","0",1100,"20.5cm x 29.5cm",605,1.82,NA,NA,1,1100,"2011 Q3",7.00306545878646,6.40522845803084,41.0269515995682,0,47,163,495,0.116880636976676,-2.14660206171988,701
"4546","Bonney, Peter",2011-09-17,2011,9,3,2,"Russell Kaplan","Russell Kaplan","Horse and cart","oil on board","Oil","Oil","signed","1","0","0",17000,"68.5cm x 120cm",8220,2.07,NA,NA,1,17000,"2011 Q3",9.74096862303835,9.01432548805023,81.2580640045119,0,47,147,304,0.229144873405969,-1.47340084049647,627
"4554","Bonney, Peter",2011-09-17,2011,9,3,2,"Russell Kaplan","Russell Kaplan","Horse and cart","oil on board","Oil","Oil","signed","1","0","0",17000,"68,5cm x 120cm",8220,2.07,NA,NA,1,17000,"2011 Q3",9.74096862303835,9.01432548805023,81.2580640045119,0,47,147,304,0.229144873405969,-1.47340084049647,627
"4623","Boonzaier, Gregoire Johannes",2001-03-27,2001,3,1,1,"Stephan Welz & Co","Stephan Welz","A Portfolio Of Four Scenes Of District Six","photolithograph","Print/woodcut","Print/Woodcut","each signed & numbered 13/30 & marked AP in pencil in th","1","0","0",950,"62.5cm x 47.2cm",2950,0.32,NA,NA,4,3800,"2001 Q1",6.85646198459459,7.98956044933387,63.83307617356,0,5,2,2,0.862697214261144,-0.147691501998194,469
"4653","Boonzaier, Gregoire Johannes",2014-12-07,2014,12,4,2,"5th Avenue","5th Avenue","Trees","Linocut","Print/woodcut","Print/Woodcut","signed & dated 1979 in Pencil","1","1","0",2100,"35cm x 27cm",945,2.22,NA,NA,1,2100,"2014 Q4",7.64969262371151,6.85118492749374,46.9387349107174,0,60,2,2,0.862697214261144,-0.147691501998194,745
"4654","Boonzaier, Gregoire Johannes",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Outa se skoene","Linocut","Print/woodcut","Print/Woodcut","signed in pencil & dated 1973","1","1","0",1200,"24.5cm x 32.5cm",796,1.51,NA,NA,1,1200,"2011 Q3",7.09007683577609,6.67959918584438,44.6170452835329,0,47,2,2,0.862697214261144,-0.147691501998194,717
"4655","Boonzaier, Gregoire Johannes",2014-12-07,2014,12,4,2,"5th Avenue","5th Avenue","District Six","Reproductions x 2","Print/woodcut","Print/Woodcut","signed & Numbered 724/850 in Pencil","1","0","0",1200,"39cm x 54cm each",2106,0.57,NA,NA,2,2400,"2014 Q4",7.09007683577609,7.65254569269392,58.5614555787683,0,60,2,2,0.862697214261144,-0.147691501998194,375
"4726","Boonzaier, Gregoire Johannes",2007-10-17,2007,10,4,2,"Stephan Welz & Co","Stephan Welz","Street With Table Mountain","oil on board","Oil","Oil","signed & dated 1971, signed & inscribed with the title on the reverse","1","1","1",2e+05,"28.5cm x 43.5cm",1240,161.32,NA,NA,1,2e+05,"2007 Q4",12.2060726455302,7.12286665859908,50.7352294361825,0,32,2,2,0.862697214261144,-0.147691501998194,768
"4739","Boonzaier, Gregoire Johannes",2014-11-10,2014,11,4,2,"Strauss & Co","Strauss","A Windy Street","watercolour","Watercolour","Watercolour","signed and dated 1976","1","1","0",25000,"37.5cm x 54cm",2025,12.35,NA,NA,1,25000,"2014 Q4",10.1266311038503,7.61332497954064,57.9627172440975,0,60,2,2,0.862697214261144,-0.147691501998194,847
"4745","Boonzaier, Gregoire Johannes",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","A Back Street in Autumn","oil on canvas laid-down on board","Oil","Oil","signed and dated 1945","1","1","0",50000,"30.5cm x 25.5cm",778,64.29,NA,NA,1,50000,"2011 Q3",10.8197782844103,6.65672652417839,44.3120080177001,0,47,2,2,0.862697214261144,-0.147691501998194,715
"4774","Boonzaier, Gregoire Johannes",2008-05-28,2008,5,2,1,"Stephan Welz & Co","Stephan Welz","A Portfolio Of Four Scenes Of District Six","photolithographs","Print/woodcut","Print/Woodcut","each signed & numbered 529/850 in pencil in the margin","1","0","0",1875,"47.2cm x 62.5cm",2950,0.64,NA,NA,2,3800,"2008 Q2",7.53636393840451,7.98956044933387,63.83307617356,0,34,2,2,0.862697214261144,-0.147691501998194,469
"4786","Boonzaier, Gregoire Johannes",2013-07-29,2013,7,3,2,"Bernardi","Bernardi","Devils Peak from District 6","Print in colours","Print/woodcut","Print/Woodcut","Signed,  Dated 1963 in the image, Signed again in pencil & numbered 82/130 ","1","1","0",650,"36cm x 44cm",1584,0.41,NA,NA,1,650,"2013 Q3",6.47697236288968,7.36770857237437,54.2831296074388,0,55,2,2,0.862697214261144,-0.147691501998194,800
"4802","Boonzaier, Gregoire Johannes",2007-05-30,2007,5,2,1,"Stephan Welz & Co","Stephan Welz","District Six","oil on canvas","Oil","Oil","signed & dated 1967  ","1","1","0",1e+05,"39cm x 50cm",1950,51.28,NA,NA,1,1e+05,"2007 Q2",11.5129254649702,7.57558465155779,57.389482812918,0,30,2,2,0.862697214261144,-0.147691501998194,836
"4843","Boonzaier, Gregoire Johannes",2003-11-04,2003,11,4,2,"Stephan Welz & Co","Stephan Welz","District Six","oil on canvas","Oil","Oil","signed & dated 1967","1","1","0",38000,"39cm x 50cm",1950,19.49,NA,NA,1,38000,"2003 Q4",10.5453414387085,7.57558465155779,57.389482812918,0,16,2,2,0.862697214261144,-0.147691501998194,836
"4870","Boonzaier, Gregoire Johannes",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Floral still life mixed flowers in a jug beside pomegranates & a vase","Mixed media on paper","Mixed media","Mixed Media","signed & dated 1984","1","1","0",30000,"57.5cm x 43.5cm",2501,11.99,NA,NA,1,30000,"2011 Q3",10.3089526606443,7.82444593087762,61.2219541252273,0,47,2,2,0.862697214261144,-0.147691501998194,876
"4880","Boonzaier, Gregoire Johannes",2005-10-10,2005,10,4,2,"Stephan Welz & Co","Stephan Welz","District Six","oil on canvas laid down on board","Oil","Oil","signed & dated 1957","1","1","0",75000,"32.5cm x 42.5cm",1381,54.3,NA,NA,1,75000,"2005 Q4",11.2252433925184,7.23056315340929,52.2810435154401,0,24,2,2,0.862697214261144,-0.147691501998194,781
"4897","Boonzaier, Gregoire Johannes",2007-10-17,2007,10,4,2,"Stephan Welz & Co","Stephan Welz","The Old Mill","pastel","Drawing","Drawing","signed & dated 1943","1","1","0",26000,"26.5cm x 36cm",954,27.25,NA,NA,1,26000,"2007 Q4",10.1658518170036,6.86066367144829,47.0687060127303,0,32,2,2,0.862697214261144,-0.147691501998194,747
"4945","Boonzaier, Gregoire Johannes",2013-07-21,2013,7,3,2,"5th Avenue","5th Avenue","District Six","Reproduction","Print/woodcut","Print/Woodcut","Signed & Numbered 667/850 in Pencil","1","0","0",1000,"38cm x 53cm",2014,0.5,NA,NA,1,1000,"2013 Q3",6.90775527898214,7.60787807327851,57.8798087778719,0,55,2,2,0.862697214261144,-0.147691501998194,365
"4991","Boonzaier, Gregoire Johannes",2010-02-21,2010,2,1,1,"Stephan Welz & Co","Stephan Welz","A Windy Street","watercolour and gouache on paper","Watercolour","Watercolour","signed and dated 1976","1","1","0",26000,"37.5cm x 54cm",2025,12.84,NA,NA,1,26000,"2010 Q1",10.1658518170036,7.61332497954064,57.9627172440975,0,41,2,2,0.862697214261144,-0.147691501998194,847
"5109","Boonzaier, Gregoire Johannes",2009-04-21,2009,4,2,1,"Stephan Welz & Co","Stephan Welz","Cottages, Newlands","Oil on board","Oil","Oil","signed & dated 1922; indistinctly inscribed on the reverse","1","1","0",48000,"27.5cm x 38.5cm",1059,45.34,NA,NA,1,48000,"2009 Q2",10.77895628989,6.96508034560141,48.512344220683,0,38,2,2,0.862697214261144,-0.147691501998194,754
"5112","Boonzaier, Gregoire Johannes",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","The Malay Quarter","oil on canvas board","Oil","Oil","signed and dated 1955","1","1","0",60000,"24.5cm x 35cm",858,69.97,NA,NA,1,60000,"2011 Q3",11.0020998412042,6.75460409948796,45.6246765408196,0,47,2,2,0.862697214261144,-0.147691501998194,725
"5114","Boonzaier, Gregoire Johannes",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Trees, Cottages and Black South Easter, Plumstead, Cape","oil on board","Oil","Oil","signed and dated 1982, signed and inscribed with the title in English and Afrikaans on the reverse","1","1","1",80000,"35cm x 42.5cm",1488,53.78,NA,NA,1,80000,"2011 Q3",11.289781913656,7.30518821539304,53.3657748623173,0,47,2,2,0.862697214261144,-0.147691501998194,789
"5149","Boonzaier, Gregoire Johannes",2015-05-17,2015,5,2,1,"5th Ave Auctioneers","5th Avenue","District Six","Woodcut","Print/woodcut","Print/Woodcut","Signed & Dated 1978 in Pencil","1","1","0",2000,"35cm x 27cm",945,2.12,NA,NA,1,2000,"2015 Q2",7.60090245954208,6.85118492749374,46.9387349107174,0,62,2,2,0.862697214261144,-0.147691501998194,744
"5153","Boonzaier, Gregoire Johannes",2009-09-20,2009,9,3,2,"5th avenue ","5th Avenue","Hibiscus ","Hand Coloured Linocut ","Print/woodcut","Print/Woodcut","Signed & Dated 1975 ","1","1","0",1000,"23cm x 17cm",391,2.56,NA,NA,1,1000,"2009 Q3",6.90775527898214,5.96870755998537,35.6254699366265,0,39,2,2,0.862697214261144,-0.147691501998194,687
"5157","Boonzaier, Gregoire Johannes",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Houses Under Trees","watercolour and charcoal","Mixed media","Mixed Media","signed and dated 1990","1","1","0",20000,"38cm x 54.5cm",2071,9.66,NA,NA,1,20000,"2011 Q3",9.90348755253613,7.63578686139558,58.3052409926614,0,47,2,2,0.862697214261144,-0.147691501998194,849
"5182","Boonzaier, Gregoire Johannes",2014-06-08,2014,6,2,1,"5th Avenue","5th Avenue","District Six","Reproduction","Print/woodcut","Print/Woodcut","signed & Numbered 667/850 in Pencil","1","0","0",1200,"38cm x 53cm",2014,0.6,NA,NA,1,1200,"2014 Q2",7.09007683577609,7.60787807327851,57.8798087778719,0,58,2,2,0.862697214261144,-0.147691501998194,365
"5192","Boonzaier, Gregoire Johannes",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Buitenkant Street, looking towards Lion's Head","oil on canvas","Oil","Oil","signed and dated 1942","1","1","0",1e+05,"56cm x 71cm",3976,25.15,NA,NA,1,1e+05,"2011 Q3",11.5129254649702,8.28803156777646,68.6914672684592,0,47,2,2,0.862697214261144,-0.147691501998194,931
"5225","Boonzaier, Gregoire Johannes",2013-11-04,2013,11,4,2,"Bernardi","Bernardi","Devils Peak from District 6","Print in colours","Print/woodcut","Print/Woodcut","signed  dated 1963 in the image signed again in pencil & numbered 84/130  ","1","1","0",1200,"36cm x 44cm",1584,0.76,NA,NA,1,1200,"2013 Q4",7.09007683577609,7.36770857237437,54.2831296074388,0,56,2,2,0.862697214261144,-0.147691501998194,800
"5229","Boonzaier, Gregoire Johannes",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","A Back Street in Autumn","oil on canvas laid-down on board","Oil","Oil","signed and dated 1945","1","1","0",50000,"30,5cm x 25,5cm",778,64.29,NA,NA,1,50000,"2011 Q3",10.8197782844103,6.65672652417839,44.3120080177001,0,47,2,2,0.862697214261144,-0.147691501998194,715
"5233","Boonzaier, Gregoire Johannes",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Landscape rural Cape village street scene","Mixed media","Mixed media","Mixed Media","signed & dated 1955","1","1","0",6250,"20cm x 26cm",520,12.02,NA,NA,1,6250,"2011 Q3",8.74033674273045,6.25382881157547,39.1103748044915,0,47,2,2,0.862697214261144,-0.147691501998194,696
"5236","Boonzaier, Gregoire Johannes",2008-05-28,2008,5,2,1,"Stephan Welz & Co","Stephan Welz","District Six","oil on canvas laid down on board","Oil","Oil","signed & dated 1957","1","1","0",90000,"32.5cm x 42.5cm",1381,65.16,NA,NA,1,90000,"2008 Q2",11.4075649493124,7.23056315340929,52.2810435154401,0,34,2,2,0.862697214261144,-0.147691501998194,781
"5272","Boonzaier, Gregoire Johannes",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Cottage Interior, Kanettefontein, Wellington","oil on canvas","Oil","Oil","signed and dated 1943","1","1","0",95000,"39.5cm x 49.5cm",1955,48.59,NA,NA,1,95000,"2011 Q3",11.4616321705827,7.57814547241947,57.4282888011517,0,47,2,2,0.862697214261144,-0.147691501998194,837
"5278","Boonzaier, Gregoire Johannes",2015-06-21,2015,6,2,1,"5th Ave Auctioneers","5th Avenue","Lokasie","Pastel","Drawing","Drawing","Signed Dated 1976 & Titled","1","1","1",30000,"27cm x 40cm",1080,27.78,NA,NA,1,30000,"2015 Q2",10.3089526606443,6.98471632011827,48.7862620725264,0,62,2,2,0.862697214261144,-0.147691501998194,755
"5361","Boonzaier, Gregoire Johannes",2014-12-07,2014,12,4,2,"5th Avenue","5th Avenue","Trees","Linocut","Print/woodcut","Print/Woodcut","signed & dated 1978 in Pencil","1","1","0",2400,"35cm x 27cm",945,2.54,NA,NA,1,2400,"2014 Q4",7.78322401633604,6.85118492749374,46.9387349107174,0,60,2,2,0.862697214261144,-0.147691501998194,745
"5365","Boonzaier, Gregoire Johannes",2004-03-30,2004,3,1,1,"Stephan Welz & Co","Stephan Welz","Street With Table Mountain","oil on board","Oil","Oil","signed & dated 1971, signed & inscribed with the title on the reverse","1","1","1",40000,"28.5cm x 43.5cm",1240,32.26,NA,NA,1,40000,"2004 Q1",10.5966347330961,7.12286665859908,50.7352294361825,0,17,2,2,0.862697214261144,-0.147691501998194,768
"5391","Boonzaier, Gregoire Johannes",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Yellow House on the Corner","oil on canvas board","Oil","Oil","signed and dated 1958","1","1","0",60000,"22cm x 28,5cm",627,95.69,NA,NA,1,60000,"2011 Q3",11.0020998412042,6.44094654063292,41.4857923392912,0,47,2,2,0.862697214261144,-0.147691501998194,703
"5440","Boonzaier, Gregoire Johannes",2014-12-07,2014,12,4,2,"5th Avenue","5th Avenue","District Six","Linocut","Print/woodcut","Print/Woodcut","signed & dated 1979 in Pencil","1","1","0",2000,"27cm x 35cm",945,2.12,NA,NA,1,2000,"2014 Q4",7.60090245954208,6.85118492749374,46.9387349107174,0,60,2,2,0.862697214261144,-0.147691501998194,744
"5473","Boonzaier, Gregoire Johannes",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Outa se skoene","Linocut","Print/woodcut","Print/Woodcut","signed in pencil & dated 1973","1","1","0",1200,"24.5cm x 32.5cm",796,1.51,NA,NA,1,1200,"2011 Q3",7.09007683577609,6.67959918584438,44.6170452835329,0,47,2,2,0.862697214261144,-0.147691501998194,717
"5476","Boonzaier, Gregoire Johannes",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Bo-Kaap street scene & West Coast fishing cottages with figures","Hand coloured linocuts x 2","Print/woodcut","Print/Woodcut","each signed in pencil","1","0","0",1700,"16.5cm x 22.5cm Largest",371,4.58,NA,NA,2,3400,"2011 Q3",7.43838353004431,5.91620206260743,35.0014468456005,0,47,2,2,0.862697214261144,-0.147691501998194,93
"5479","Boonzaier, Gregoire Johannes",2014-12-07,2014,12,4,2,"5th Avenue","5th Avenue","District Six","Reproductions x 2","Print/woodcut","Print/Woodcut","signed & Numbered 724/850 in Pencil","1","0","0",1000,"54cm x 39cm each",2106,0.47,NA,NA,2,2000,"2014 Q4",6.90775527898214,7.65254569269392,58.5614555787683,0,60,2,2,0.862697214261144,-0.147691501998194,375
"5483","Boonzaier, Gregoire Johannes",2005-10-10,2005,10,4,2,"Stephan Welz & Co","Stephan Welz","The Old Mill","pastel","Drawing","Drawing","signed & dated 1943","1","1","0",20000,"26.5cm x 36cm",954,20.96,NA,NA,1,20000,"2005 Q4",9.90348755253613,6.86066367144829,47.0687060127303,0,24,2,2,0.862697214261144,-0.147691501998194,747
"5553","Boonzaier, Gregoire Johannes",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","The Malay Quarter","oil on canvas board","Oil","Oil","signed and dated 1955","1","1","0",60000,"24,5cm x 35cm",858,69.97,NA,NA,1,60000,"2011 Q3",11.0020998412042,6.75460409948796,45.6246765408196,0,47,2,2,0.862697214261144,-0.147691501998194,725
"5561","Boonzaier, Gregoire Johannes",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Yellow House on the Corner","oil on canvas board","Oil","Oil","signed and dated 1958","1","1","0",60000,"22cm x 28.5cm",627,95.69,NA,NA,1,60000,"2011 Q3",11.0020998412042,6.44094654063292,41.4857923392912,0,47,2,2,0.862697214261144,-0.147691501998194,703
"5571","Boonzaier, Gregoire Johannes",2014-12-07,2014,12,4,2,"5th Avenue","5th Avenue","Lokasie","Pastel","Drawing","Drawing","signed & dated '76","1","1","0",24000,"27cm x 40cm",1080,22.22,NA,NA,1,24000,"2014 Q4",10.0858091093301,6.98471632011827,48.7862620725264,0,60,2,2,0.862697214261144,-0.147691501998194,755
"5598","Boonzaier, Gregoire Johannes",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Bo-Kaap street scene & West Coast fishing cottages with figures","Hand coloured linocuts x 2","Print/woodcut","Print/Woodcut","each signed in pencil","1","0","0",1700,"16.5cm x 22.5cm Largest",371,4.58,NA,NA,2,3400,"2011 Q3",7.43838353004431,5.91620206260743,35.0014468456005,0,47,2,2,0.862697214261144,-0.147691501998194,93
"5599","Boonzaier, Gregoire Johannes",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Trees, Cottages and Black South Easter, Plumstead, Cape","oil on board","Oil","Oil","signed and dated 1982, signed and inscribed with the title in English and Afrikaans on the reverse","1","1","1",80000,"35cm x 42,5cm",1488,53.78,NA,NA,1,80000,"2011 Q3",11.289781913656,7.30518821539304,53.3657748623173,0,47,2,2,0.862697214261144,-0.147691501998194,789
"5636","Boonzaier, Gregoire Johannes",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Cottage Interior, Kanettefontein, Wellington","oil on canvas","Oil","Oil","signed and dated 1943","1","1","0",95000,"39,5cm x 49,5cm",1955,48.59,NA,NA,1,95000,"2011 Q3",11.4616321705827,7.57814547241947,57.4282888011517,0,47,2,2,0.862697214261144,-0.147691501998194,837
